,GM,DAY,DATE,Away,HOME,Network,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,DMA_TV_Households_Millions_x,DMA_TV_Households_Millions_y,Total Viewership
268,269,Wed,2016-11-30,LAL,CHI,Regional,0.0,161.0,217.0,5.48,3.46,378.0
269,270,Wed,2016-11-30,WAS,OKC,Regional,0.0,35.0,58.0,2.48,0.72,93.0
270,271,Wed,2016-11-30,NYK,MIN,Regional,0.0,225.0,48.0,7.35,1.74,273.0
271,272,Wed,2016-11-30,SAS,DAL,Regional,0.0,47.0,32.0,0.94,2.71,79.0
272,273,Wed,2016-11-30,MIA,DEN,Regional,0.0,47.0,8.0,1.7,1.63,55.0
273,274,Wed,2016-11-30,ATL,PHX,Regional,0.0,39.0,42.0,2.41,1.89,81.0
274,275,Wed,2016-11-30,IND,POR,NBA TV,249.0,10.0,47.0,1.09,1.14,306.0
275,276,Thu,2016-12-1,DAL,CHA,Regional,0.0,12.0,8.0,2.71,1.19,20.0
276,277,Thu,2016-12-1,MIL,BRK,Regional,0.0,22.0,31.0,0.9,7.35,53.0
277,278,Thu,2016-12-1,ORL,MEM,Regional,0.0,12.0,9.181818182,1.52,0.63,21.181818182
278,279,Thu,2016-12-1,LAC,CLE,TNT,1053.0,85.0,117.0,5.48,1.5,1255.0
279,280,Thu,2016-12-1,MIA,UTA,Regional,0.0,50.0,44.8,1.7,0.92,94.8
280,281,Thu,2016-12-1,HOU,GSW,TNT,1591.0,0.0,372.0,2.45,2.49,1963.0
281,282,Fri,2016-12-2,ORL,PHI,Regional,0.0,14.0,71.0,1.52,2.94,85.0
282,283,Fri,2016-12-2,SAC,BOS,Regional,0.0,30.0,81.0,1.38,2.42,111.0
283,284,Fri,2016-12-2,LAL,TOR,Regional,0.0,62.0,0.0,5.48,2.86,62.0
284,285,Fri,2016-12-2,MIN,NYK,Regional,0.0,17.0,248.0,1.74,7.35,265.0
285,286,Fri,2016-12-2,CLE,CHI,ESPN,1713.0,92.0,120.0,1.5,3.46,1925.0
286,287,Fri,2016-12-2,LAC,NOP,Regional,0.0,77.0,9.1,5.48,0.64,86.1
287,288,Fri,2016-12-2,DET,ATL,Regional,0.0,23.0,36.0,1.85,2.41,59.0
288,289,Fri,2016-12-2,WAS,SAS,Regional,0.0,49.0,77.0,2.48,0.94,126.0
289,290,Fri,2016-12-2,HOU,DEN,ESPN,1216.0,31.0,4.0,2.45,1.63,1251.0
290,291,Sat,2016-12-3,BRK,MIL,Regional,0.0,21.0,17.0,7.35,0.9,38.0
291,292,Sat,2016-12-3,MIN,CHA,Regional,0.0,23.0,10.0,1.74,1.19,33.0
292,293,Sat,2016-12-3,ATL,TOR,Regional,0.0,28.0,0.0,2.41,2.86,28.0
293,294,Sat,2016-12-3,BOS,PHI,Regional,0.0,54.0,43.0,2.42,2.94,97.0
294,295,Sat,2016-12-3,LAL,MEM,Regional,0.0,119.0,11.8,5.48,0.63,130.8
295,296,Sat,2016-12-3,CHI,DAL,Regional,0.0,160.0,27.0,3.46,2.71,187.0
296,297,Sat,2016-12-3,DEN,UTA,NBA TV,102.0,4.0,32.7,1.63,0.92,138.7
297,298,Sat,2016-12-3,MIA,POR,Regional,0.0,25.0,48.0,1.7,1.14,73.0
298,299,Sat,2016-12-3,PHX,GSW,Regional,0.0,40.0,338.0,1.89,2.49,378.0
299,300,Sun,2016-12-4,ORL,DET,Regional,0.0,14.0,12.0,1.52,1.85,26.0
300,301,Sun,2016-12-4,NOP,OKC,Regional,0.0,3.5,44.6,0.64,0.72,48.1
301,302,Sun,2016-12-4,SAC,NYK,Regional,0.0,31.0,259.0,1.38,7.35,290.0
302,303,Sun,2016-12-4,IND,LAC,Regional,0.0,17.0,106.0,1.09,5.48,123.0
303,304,Mon,2016-12-5,DEN,PHI,Regional,0.0,15.0,65.0,1.63,2.94,80.0
304,305,Mon,2016-12-5,CLE,TOR,Regional,0.0,146.0,0.0,1.5,2.86,146.0
305,306,Mon,2016-12-5,WAS,BRK,Regional,0.0,5.0,61.0,2.48,7.35,66.0
306,307,Mon,2016-12-5,OKC,ATL,Regional,0.0,50.2,32.0,0.72,2.41,82.2
307,308,Mon,2016-12-5,POR,CHI,Regional,0.0,31.0,121.0,1.14,3.46,152.0
308,309,Mon,2016-12-5,SAS,MIL,Regional,0.0,48.0,19.0,0.94,0.9,67.0
309,310,Mon,2016-12-5,MEM,NOP,Regional,0.0,16.9,14.0,0.63,0.64,30.9
310,311,Mon,2016-12-5,BOS,HOU,NBA TV,253.0,73.0,59.0,2.42,2.45,385.0
311,312,Mon,2016-12-5,CHA,DAL,Regional,0.0,13.0,19.0,1.19,2.71,32.0
312,313,Mon,2016-12-5,UTA,LAL,Regional,0.0,29.6,184.0,0.92,5.48,213.6
313,314,Mon,2016-12-5,IND,GSW,NBA TV,497.0,14.0,403.0,1.09,2.49,914.0
314,315,Tue,2016-12-6,ORL,WAS,Regional,0.0,29.0,38.0,1.52,2.48,67.0
315,316,Tue,2016-12-6,NYK,MIA,Regional,0.0,287.0,55.0,7.35,1.7,342.0
316,317,Tue,2016-12-6,CHI,DET,Regional,0.0,116.0,42.0,3.46,1.85,158.0
317,318,Tue,2016-12-6,PHI,MEM,Regional,0.0,44.0,15.7,2.94,0.63,59.7
318,319,Tue,2016-12-6,SAS,MIN,NBA TV,361.0,59.0,40.0,0.94,1.74,460.0
319,320,Tue,2016-12-6,PHX,UTA,Regional,0.0,15.0,41.0,1.89,0.92,56.0
320,321,Wed,2016-12-7,DET,CHA,Regional,0.0,33.0,11.0,1.85,1.19,44.0
321,322,Wed,2016-12-7,BOS,ORL,Regional,0.0,52.0,17.0,2.42,1.52,69.0
322,323,Wed,2016-12-7,DEN,BRK,Regional,0.0,16.0,35.0,1.63,7.35,51.0
323,324,Wed,2016-12-7,MIA,ATL,Regional,0.0,33.0,37.0,1.7,2.41,70.0
324,325,Wed,2016-12-7,POR,MIL,Regional,0.0,44.0,23.0,1.14,0.9,67.0
325,326,Wed,2016-12-7,LAL,HOU,Regional,0.0,105.0,61.0,5.48,2.45,166.0
326,327,Wed,2016-12-7,CLE,NYK,ESPN,1828.0,120.0,217.0,1.5,7.35,2165.0
327,328,Wed,2016-12-7,SAC,DAL,Regional,0.0,38.0,21.0,1.38,2.71,59.0
328,329,Wed,2016-12-7,IND,PHX,Regional,0.0,32.0,22.0,1.09,1.89,54.0
329,330,Wed,2016-12-7,GSW,LAC,ESPN,2367.0,374.0,107.0,2.49,5.48,2848.0
330,331,Thu,2016-12-8,MIN,TOR,TNT,707.0,0.0,0.0,1.74,2.86,707.0
331,332,Thu,2016-12-8,DEN,WAS,Regional,0.0,7.0,27.0,1.63,2.48,34.0
332,333,Thu,2016-12-8,POR,MEM,Regional,0.0,49.0,17.45454545,1.14,0.63,66.45454545
333,334,Thu,2016-12-8,PHI,NOP,Regional,0.0,41.0,6.0,2.94,0.64,47.0
334,335,Thu,2016-12-8,GSW,UTA,Regional,0.0,282.0,36.0,2.49,0.92,318.0
335,336,Thu,2016-12-8,SAS,CHI,TNT,1037.0,0.0,75.0,0.94,3.46,1112.0
336,337,Fri,2016-12-9,ORL,CHA,Regional,0.0,12.0,12.0,1.52,1.19,24.0
337,338,Fri,2016-12-9,MIA,CLE,Regional,0.0,55.0,178.0,1.7,1.5,233.0
338,339,Fri,2016-12-9,TOR,BOS,Regional,0.0,0.0,50.0,2.86,2.42,50.0
339,340,Fri,2016-12-9,ATL,MIL,Regional,0.0,28.0,19.0,2.41,0.9,47.0
340,341,Fri,2016-12-9,HOU,OKC,ESPN,1820.0,53.0,37.90909091,2.45,0.72,1910.90909091
341,342,Fri,2016-12-9,DET,MIN,Regional,0.0,52.0,14.0,1.85,1.74,66.0
342,343,Fri,2016-12-9,IND,DAL,Regional,0.0,37.0,17.0,1.09,2.71,54.0
343,344,Fri,2016-12-9,PHX,LAL,ESPN,1584.0,0.0,0.0,1.89,5.48,1584.0
344,345,Fri,2016-12-9,NYK,SAC,Regional,0.0,154.0,33.0,7.35,1.38,187.0
345,346,Sat,2016-12-10,MIL,WAS,Regional,0.0,18.0,25.0,0.9,2.48,43.0
346,347,Sat,2016-12-10,DEN,ORL,Regional,0.0,6.0,10.0,1.63,1.52,16.0
347,348,Sat,2016-12-10,POR,IND,Regional,0.0,38.0,35.0,1.14,1.09,73.0
348,349,Sat,2016-12-10,CHA,CLE,Regional,0.0,11.0,180.0,1.19,1.5,191.0
349,350,Sat,2016-12-10,MIA,CHI,NBA TV,342.0,69.0,268.0,1.7,3.46,679.0
350,351,Sat,2016-12-10,GSW,MEM,Regional,0.0,266.0,26.7,2.49,0.63,292.7
351,352,Sat,2016-12-10,DAL,HOU,Regional,0.0,25.0,69.0,2.71,2.45,94.0
352,353,Sat,2016-12-10,BRK,SAS,Regional,0.0,27.0,104.0,7.35,0.94,131.0
353,354,Sat,2016-12-10,SAC,UTA,Regional,0.0,29.0,37.3,1.38,0.92,66.3
354,355,Sat,2016-12-10,NOP,LAC,NBA TV,274.0,4.2,101.0,0.64,5.48,379.2
355,356,Sun,2016-12-11,PHI,DET,Regional,0.0,51.0,23.0,2.94,1.85,74.0
356,357,Sun,2016-12-11,BOS,OKC,Regional,0.0,61.0,49.6,2.42,0.72,110.6
357,358,Sun,2016-12-11,GSW,MIN,Regional,0.0,236.0,31.0,2.49,1.74,267.0
358,359,Sun,2016-12-11,NOP,PHX,Regional,0.0,1.8,34.0,0.64,1.89,35.8
359,360,Sun,2016-12-11,NYK,LAL,Regional,0.0,123.0,147.0,7.35,5.48,270.0
360,361,Mon,2016-12-12,CHA,IND,Regional,0.0,14.0,36.0,1.19,1.09,50.0
361,362,Mon,2016-12-12,MIL,TOR,Regional,0.0,10.0,0.0,0.9,2.86,10.0
362,363,Mon,2016-12-12,WAS,MIA,NBA TV,141.0,30.0,56.0,2.48,1.7,227.0
363,364,Mon,2016-12-12,BRK,HOU,Regional,0.0,44.0,57.0,7.35,2.45,101.0
364,365,Mon,2016-12-12,DEN,DAL,Regional,0.0,7.0,10.0,1.63,2.71,17.0
365,366,Mon,2016-12-12,POR,LAC,NBA TV,249.0,47.0,115.0,1.14,5.48,411.0
366,367,Mon,2016-12-12,LAL,SAC,Regional,0.0,117.0,25.0,5.48,1.38,142.0
367,368,Tue,2016-12-13,MEM,CLE,Regional,0.0,17.0,152.0,0.63,1.5,169.0
368,369,Tue,2016-12-13,ORL,ATL,Regional,0.0,12.0,59.0,1.52,2.41,71.0
369,370,Tue,2016-12-13,MIN,CHI,ESPN,1353.0,0.0,199.0,1.74,3.46,1552.0
370,371,Tue,2016-12-13,GSW,NOP,Regional,0.0,264.0,15.0,2.49,0.64,279.0
371,372,Tue,2016-12-13,NYK,PHX,Regional,0.0,250.0,41.0,7.35,1.89,291.0
372,373,Tue,2016-12-13,OKC,POR,ESPN,1530.0,24.0,35.0,0.72,1.14,1589.0
373,374,Wed,2016-12-14,TOR,PHI,Regional,0.0,0.0,100.0,2.86,2.94,100.0
374,375,Wed,2016-12-14,CHA,WAS,Regional,0.0,14.0,24.0,1.19,2.48,38.0
375,376,Wed,2016-12-14,LAC,ORL,Regional,0.0,70.0,22.0,5.48,1.52,92.0
376,377,Wed,2016-12-14,IND,MIA,ESPN,996.0,29.0,42.0,1.09,1.7,1067.0
377,378,Wed,2016-12-14,LAL,BRK,Regional,0.0,97.0,51.0,5.48,7.35,148.0
378,379,Wed,2016-12-14,CLE,MEM,Regional,0.0,125.0,17.0,1.5,0.63,142.0
379,380,Wed,2016-12-14,SAC,HOU,Regional,0.0,18.0,73.0,1.38,2.45,91.0
380,381,Wed,2016-12-14,DET,DAL,Regional,0.0,42.0,25.0,1.85,2.71,67.0
381,382,Wed,2016-12-14,OKC,UTA,Regional,0.0,38.0,44.0,0.72,0.92,82.0
382,383,Wed,2016-12-14,BOS,SAS,ESPN,1394.0,40.0,40.0,2.42,0.94,1474.0
383,384,Thu,2016-12-15,CHI,MIL,TNT,924.0,155.0,0.0,3.46,0.9,1079.0
384,385,Thu,2016-12-15,IND,NOP,Regional,0.0,33.0,9.0,1.09,0.64,42.0
385,386,Thu,2016-12-15,POR,DEN,Regional,0.0,25.0,12.0,1.14,1.63,37.0
386,387,Thu,2016-12-15,SAS,PHX,Regional,0.0,69.0,34.0,0.94,1.89,103.0
387,388,Thu,2016-12-15,NYK,GSW,TNT,1431.0,0.0,302.0,7.35,2.49,1733.0
388,389,Fri,2016-12-16,DET,WAS,Regional,0.0,35.0,29.0,1.85,2.48,64.0
389,390,Fri,2016-12-16,BRK,ORL,Regional,0.0,42.0,13.0,7.35,1.52,55.0
390,391,Fri,2016-12-16,CHA,BOS,Regional,0.0,15.0,69.0,1.19,2.42,84.0
391,392,Fri,2016-12-16,ATL,TOR,Regional,0.0,51.0,0.0,2.41,2.86,51.0
392,393,Fri,2016-12-16,MIL,CHI,Regional,0.0,24.0,95.0,0.9,3.46,119.0
393,394,Fri,2016-12-16,SAC,MEM,Regional,0.0,32.0,19.0,1.38,0.63,51.0
394,395,Fri,2016-12-16,NOP,HOU,Regional,0.0,3.0,108.0,0.64,2.45,111.0
395,396,Fri,2016-12-16,LAL,PHI,ESPN,1116.0,72.0,34.0,5.48,2.94,1222.0
396,397,Fri,2016-12-16,LAC,MIA,Regional,0.0,81.0,48.0,5.48,1.7,129.0
397,398,Fri,2016-12-16,DAL,UTA,ESPN,1062.0,14.0,36.0,2.71,0.92,1112.0
398,399,Sat,2016-12-17,PHX,OKC,Regional,0.0,20.0,44.0,1.89,0.72,64.0
399,400,Sat,2016-12-17,IND,DET,Regional,0.0,28.0,13.0,1.09,1.85,41.0
400,401,Sat,2016-12-17,CHA,ATL,Regional,0.0,13.0,36.0,1.19,2.41,49.0
401,402,Sat,2016-12-17,LAL,CLE,Regional,0.0,109.0,167.0,5.48,1.5,276.0
402,403,Sat,2016-12-17,HOU,MIN,Regional,0.0,73.0,50.0,2.45,1.74,123.0
403,404,Sat,2016-12-17,NYK,DEN,Regional,0.0,94.0,14.0,7.35,1.63,108.0
404,405,Sat,2016-12-17,POR,GSW,NBA TV,331.0,37.0,344.0,1.14,2.49,712.0
405,406,Sun,2016-12-18,LAC,WAS,Regional,0.0,51.0,16.0,5.48,2.48,67.0
406,407,Sun,2016-12-18,UTA,MEM,Regional,0.0,35.0,7.0,0.92,0.63,42.0
407,408,Sun,2016-12-18,BRK,PHI,Regional,0.0,53.0,51.0,7.35,2.94,104.0
408,409,Sun,2016-12-18,TOR,ORL,Regional,0.0,0.0,7.0,2.86,1.52,7.0
409,410,Sun,2016-12-18,BOS,MIA,Regional,0.0,28.0,35.0,2.42,1.7,63.0
410,411,Sun,2016-12-18,SAC,DAL,Regional,0.0,18.0,21.0,1.38,2.71,39.0
411,412,Sun,2016-12-18,NOP,SAS,Regional,0.0,4.0,45.0,0.64,0.94,49.0
412,413,Mon,2016-12-19,WAS,IND,Regional,0.0,8.0,40.0,2.48,1.09,48.0
413,414,Mon,2016-12-19,DET,CHI,Regional,0.0,32.0,117.0,1.85,3.46,149.0
414,415,Mon,2016-12-19,ATL,OKC,Regional,0.0,47.0,56.3,2.41,0.72,103.3
415,416,Mon,2016-12-19,PHX,MIN,NBA TV,166.0,26.0,33.0,1.89,1.74,225.0
416,417,Mon,2016-12-19,DAL,DEN,Regional,0.0,23.0,12.0,2.71,1.63,35.0
417,418,Tue,2016-12-20,NOP,PHI,Regional,0.0,11.5,67.0,0.64,2.94,78.5
418,419,Tue,2016-12-20,LAL,CHA,Regional,0.0,110.0,20.0,5.48,1.19,130.0
419,420,Tue,2016-12-20,BRK,TOR,Regional,0.0,15.0,0.0,7.35,2.86,15.0
420,421,Tue,2016-12-20,IND,NYK,Regional,0.0,47.0,303.0,1.09,7.35,350.0
421,422,Tue,2016-12-20,ORL,MIA,Regional,0.0,25.0,74.0,1.52,1.7,99.0
422,423,Tue,2016-12-20,CLE,MIL,Regional,0.0,220.0,29.0,1.5,0.9,249.0
423,424,Tue,2016-12-20,BOS,MEM,Regional,0.0,77.0,19.63636364,2.42,0.63,96.63636364
424,425,Tue,2016-12-20,SAS,HOU,NBA TV,462.0,62.0,113.0,0.94,2.45,637.0
425,426,Tue,2016-12-20,DEN,LAC,Regional,0.0,7.0,89.0,1.63,5.48,96.0
426,427,Tue,2016-12-20,UTA,GSW,NBA TV,603.0,35.0,363.0,0.92,2.49,1001.0
427,428,Tue,2016-12-20,POR,SAC,Regional,0.0,38.0,18.0,1.14,1.38,56.0
428,429,Wed,2016-12-21,MIL,CLE,NBA TV,386.0,21.0,205.0,0.9,1.5,612.0
429,430,Wed,2016-12-21,MIN,ATL,Regional,0.0,53.0,44.0,1.74,2.41,97.0
430,431,Wed,2016-12-21,MEM,DET,Regional,0.0,12.09090909,29.0,0.63,1.85,41.09090909
431,432,Wed,2016-12-21,WAS,CHI,Regional,0.0,37.0,145.0,2.48,3.46,182.0
432,433,Wed,2016-12-21,OKC,NOP,Regional,0.0,50.3,16.6,0.72,0.64,66.9
433,434,Wed,2016-12-21,SAC,UTA,Regional,0.0,28.0,31.7,1.38,0.92,59.7
434,435,Wed,2016-12-21,HOU,PHX,Regional,0.0,100.0,29.0,2.45,1.89,129.0
435,436,Wed,2016-12-21,DAL,POR,NBA TV,358.0,31.0,45.0,2.71,1.14,434.0
436,437,Thu,2016-12-22,GSW,BRK,Regional,0.0,235.0,84.0,2.49,7.35,319.0
437,438,Thu,2016-12-22,ORL,NYK,Regional,0.0,19.0,159.0,1.52,7.35,178.0
438,439,Thu,2016-12-22,LAL,MIA,TNT,772.0,91.0,81.0,5.48,1.7,944.0
439,440,Thu,2016-12-22,BOS,IND,Regional,0.0,46.0,0.0,2.42,1.09,46.0
440,441,Thu,2016-12-22,SAS,LAC,TNT,977.0,59.0,74.0,0.94,5.48,1110.0
441,442,Fri,2016-12-23,CHI,CHA,Regional,0.0,141.0,18.0,3.46,1.19,159.0
442,443,Fri,2016-12-23,LAL,ORL,Regional,0.0,72.0,21.0,5.48,1.52,93.0
443,444,Fri,2016-12-23,BRK,CLE,Regional,0.0,93.0,153.0,7.35,1.5,246.0
444,445,Fri,2016-12-23,OKC,BOS,NBA TV,388.0,48.4,87.0,0.72,2.42,523.4
445,446,Fri,2016-12-23,GSW,DET,Regional,0.0,287.0,47.0,2.49,1.85,334.0
446,447,Fri,2016-12-23,WAS,MIL,Regional,0.0,22.0,26.0,2.48,0.9,48.0
447,448,Fri,2016-12-23,HOU,MEM,Regional,0.0,101.0,12.0,2.45,0.63,113.0
448,449,Fri,2016-12-23,MIA,NOP,Regional,0.0,50.0,14.0,1.7,0.64,64.0
449,450,Fri,2016-12-23,SAC,MIN,Regional,0.0,35.0,23.0,1.38,1.74,58.0
450,451,Fri,2016-12-23,ATL,DEN,Regional,0.0,39.0,3.0,2.41,1.63,42.0
451,452,Fri,2016-12-23,TOR,UTA,Regional,0.0,0.0,39.2,2.86,0.92,39.2
452,453,Fri,2016-12-23,PHI,PHX,Regional,0.0,60.0,37.0,2.94,1.89,97.0
453,454,Fri,2016-12-23,SAS,POR,Regional,0.0,40.0,47.0,0.94,1.14,87.0
454,455,Fri,2016-12-23,DAL,LAC,NBA TV,342.0,41.0,116.0,2.71,5.48,499.0
455,457,Sun,2016-12-25,GSW,CLE,ABC,10143.0,0.0,0.0,2.49,1.5,10143.0
456,458,Sun,2016-12-25,CHI,SAS,ABC,5465.0,0.0,0.0,3.46,0.94,5465.0
457,459,Sun,2016-12-25,MIN,OKC,ESPN,1390.0,0.0,31.3,1.74,0.72,1421.3
458,460,Sun,2016-12-25,LAC,LAL,ESPN,1610.0,58.0,51.0,5.48,5.48,1719.0
459,456,Sun,2016-12-25,BOS,NYK,ESPN,3689.0,45.0,148.0,2.42,7.35,3882.0
460,461,Mon,2016-12-26,MIL,WAS,Regional,0.0,23.0,24.0,0.9,2.48,47.0
461,462,Mon,2016-12-26,MEM,ORL,Regional,0.0,8.7,16.0,0.63,1.52,24.7
462,463,Mon,2016-12-26,CHA,BRK,Regional,0.0,15.0,35.0,1.19,7.35,50.0
463,464,Mon,2016-12-26,CLE,DET,Regional,0.0,189.0,16.0,1.5,1.85,205.0
464,465,Mon,2016-12-26,IND,CHI,NBA TV,163.0,36.0,84.0,1.09,3.46,283.0
465,466,Mon,2016-12-26,DAL,NOP,Regional,0.0,6.0,10.9,2.71,0.64,16.9
466,467,Mon,2016-12-26,PHX,HOU,Regional,0.0,29.0,49.0,1.89,2.45,78.0
467,468,Mon,2016-12-26,ATL,MIN,Regional,0.0,24.0,48.0,2.41,1.74,72.0
468,469,Mon,2016-12-26,TOR,POR,Regional,0.0,0.0,49.0,2.86,1.14,49.0
469,470,Mon,2016-12-26,DEN,LAC,NBA TV,187.0,15.0,76.0,1.63,5.48,278.0
470,471,Mon,2016-12-26,PHI,SAC,Regional,0.0,33.0,39.0,2.94,1.38,72.0
471,472,Tue,2016-12-27,MEM,BOS,Regional,0.0,13.4,66.0,0.63,2.42,79.4
472,473,Tue,2016-12-27,OKC,MIA,NBA TV,445.0,57.7,63.0,0.72,1.7,565.7
473,474,Tue,2016-12-27,HOU,DAL,Regional,0.0,87.0,20.0,2.45,2.71,107.0
474,475,Tue,2016-12-27,UTA,LAL,NBA TV,357.0,33.5,178.0,0.92,5.48,568.5
475,476,Wed,2016-12-28,IND,WAS,Regional,0.0,24.0,36.0,1.09,2.48,60.0
476,477,Wed,2016-12-28,CHA,ORL,Regional,0.0,12.0,14.0,1.19,1.52,26.0
477,478,Wed,2016-12-28,NYK,ATL,Regional,0.0,282.0,81.0,7.35,2.41,363.0
478,479,Wed,2016-12-28,MIL,DET,NBA TV,221.0,27.0,21.0,0.9,1.85,269.0
479,480,Wed,2016-12-28,BRK,CHI,Regional,0.0,39.0,109.0,7.35,3.46,148.0
480,481,Wed,2016-12-28,LAC,NOP,Regional,0.0,53.0,15.4,5.48,0.64,68.4
481,482,Wed,2016-12-28,PHX,SAS,Regional,0.0,47.0,41.0,1.89,0.94,88.0
482,483,Wed,2016-12-28,MIN,DEN,Regional,0.0,46.0,19.0,1.74,1.63,65.0
483,484,Wed,2016-12-28,SAC,POR,Regional,0.0,34.0,47.0,1.38,1.14,81.0
484,485,Wed,2016-12-28,TOR,GSW,NBA TV,616.0,0.0,390.0,2.86,2.49,1006.0
485,486,Thu,2016-12-29,MIA,CHA,Regional,0.0,48.0,20.0,1.7,1.19,68.0
486,487,Thu,2016-12-29,OKC,MEM,Regional,0.0,40.1,11.3,0.72,0.63,51.400000000000006
487,488,Thu,2016-12-29,BOS,CLE,TNT,1616.0,0.0,199.0,2.42,1.5,1815.0
488,489,Thu,2016-12-29,PHI,UTA,Regional,0.0,48.0,41.4,2.94,0.92,89.4
489,490,Thu,2016-12-29,TOR,PHX,Regional,0.0,0.0,35.0,2.86,1.89,35.0
490,491,Thu,2016-12-29,DAL,LAL,TNT,1268.0,0.0,0.0,2.71,5.48,1268.0
491,492,Fri,2016-12-30,CHI,IND,Regional,0.0,66.0,31.0,3.46,1.09,97.0
492,493,Fri,2016-12-30,BRK,WAS,Regional,0.0,32.0,44.0,7.35,2.48,76.0
493,494,Fri,2016-12-30,MIA,BOS,Regional,0.0,38.0,78.0,1.7,2.42,116.0
494,495,Fri,2016-12-30,NYK,NOP,Regional,0.0,185.0,7.4,7.35,0.64,192.4
495,496,Fri,2016-12-30,LAC,HOU,NBA TV,195.0,96.0,81.0,5.48,2.45,372.0
496,497,Fri,2016-12-30,MIL,MIN,Regional,0.0,19.0,61.0,0.9,1.74,80.0
497,498,Fri,2016-12-30,DET,ATL,Regional,0.0,12.0,45.0,1.85,2.41,57.0
498,499,Fri,2016-12-30,POR,SAS,Regional,0.0,37.0,57.0,1.14,0.94,94.0
499,500,Fri,2016-12-30,PHI,DEN,Regional,0.0,62.0,12.0,2.94,1.63,74.0
500,501,Fri,2016-12-30,DAL,GSW,Regional,0.0,28.0,330.0,2.71,2.49,358.0
501,502,Sat,2016-12-31,MEM,SAC,Regional,0.0,7.1,12.0,0.63,1.38,19.1
502,503,Sat,2016-12-31,MIL,CHI,Regional,0.0,21.0,120.0,0.9,3.46,141.0
503,505,Sat,2016-12-31,CLE,CHA,Regional,0.0,95.0,6.0,1.5,1.19,101.0
504,504,Sat,2016-12-31,NYK,HOU,Regional,0.0,170.0,84.0,7.35,2.45,254.0
505,506,Sat,2016-12-31,PHX,UTA,Regional,0.0,16.0,44.4,1.89,0.92,60.4
506,507,Sat,2016-12-31,LAC,OKC,NBA TV,203.0,63.0,52.0,5.48,0.72,318.0
507,508,Sun,2017-1-1,SAS,ATL,Regional,0.0,33.0,10.0,0.94,2.41,43.0
508,509,Sun,2017-1-1,DET,MIA,Regional,0.0,15.0,46.0,1.85,1.7,61.0
509,510,Sun,2017-1-1,ORL,IND,Regional,0.0,7.0,26.0,1.52,1.09,33.0
510,511,Sun,2017-1-1,POR,MIN,Regional,0.0,26.0,28.0,1.14,1.74,54.0
511,512,Sun,2017-1-1,TOR,LAL,Regional,0.0,0.0,116.0,2.86,5.48,116.0
512,513,Mon,2017-1-2,OKC,MIL,Regional,0.0,41.3,17.0,0.72,0.9,58.3
513,514,Mon,2017-1-2,NOP,CLE,Regional,0.0,5.4,172.0,0.64,1.5,177.4
514,515,Mon,2017-1-2,UTA,BRK,Regional,0.0,31.1,26.0,0.92,7.35,57.1
515,516,Mon,2017-1-2,ORL,NYK,Regional,0.0,21.0,154.0,1.52,7.35,175.0
516,517,Mon,2017-1-2,CHA,CHI,NBA TV,234.0,28.0,140.0,1.19,3.46,402.0
517,518,Mon,2017-1-2,WAS,HOU,Regional,0.0,51.0,89.0,2.48,2.45,140.0
518,519,Mon,2017-1-2,PHX,LAC,Regional,0.0,25.0,44.0,1.89,5.48,69.0
519,520,Mon,2017-1-2,DEN,GSW,Regional,0.0,11.0,412.0,1.63,2.49,423.0
520,521,Tue,2017-1-3,MIN,PHI,Regional,0.0,24.0,76.0,1.74,2.94,100.0
521,522,Tue,2017-1-3,UTA,BOS,NBA TV,377.0,35.6,77.0,0.92,2.42,489.6
522,523,Tue,2017-1-3,IND,DET,Regional,0.0,35.0,18.0,1.09,1.85,53.0
523,524,Tue,2017-1-3,WAS,DAL,Regional,0.0,5.0,32.0,2.48,2.71,37.0
524,525,Tue,2017-1-3,TOR,SAS,Regional,0.0,0.0,55.0,2.86,0.94,55.0
525,526,Tue,2017-1-3,SAC,DEN,Regional,0.0,24.0,22.0,1.38,1.63,46.0
526,527,Tue,2017-1-3,MIA,PHX,Regional,0.0,40.0,34.0,1.7,1.89,74.0
527,528,Tue,2017-1-3,MEM,LAL,NBA TV,253.0,10.0,146.0,0.63,5.48,409.0
528,529,Wed,2017-1-4,OKC,CHA,Regional,0.0,44.09090909,25.0,0.72,1.19,69.09090909
529,530,Wed,2017-1-4,ATL,ORL,Regional,0.0,41.0,17.0,2.41,1.52,58.0
530,531,Wed,2017-1-4,MIL,NYK,Regional,0.0,31.0,170.0,0.9,7.35,201.0
531,532,Wed,2017-1-4,CHI,CLE,ESPN,2061.0,202.0,188.0,3.46,1.5,2451.0
532,533,Wed,2017-1-4,MEM,LAC,Regional,0.0,14.9,88.0,0.63,5.48,102.9
533,534,Wed,2017-1-4,POR,GSW,ESPN,2159.0,79.0,311.0,1.14,2.49,2549.0
534,535,Wed,2017-1-4,MIA,SAC,Regional,0.0,24.0,16.0,1.7,1.38,40.0
535,536,Thu,2017-1-5,BRK,IND,Regional,0.0,39.0,34.0,7.35,1.09,73.0
536,537,Thu,2017-1-5,UTA,TOR,Regional,0.0,39.0,0.0,0.92,2.86,39.0
537,538,Thu,2017-1-5,CHA,DET,Regional,0.0,21.0,42.0,1.19,1.85,63.0
